Word,Occurance
countryhttpstwittercomgatewaypunditstatus1180307049827176453,1
countryhttpstwittercomjimjordanstatus1196158817408602113,1
countryhttpstwittercomjoegoodingstatus1176667137831837696,1
countryhttpstwittercommsnbcstatus1207411432565956609,1
countryhttpstwittercomrepandybiggsazstatus1053280612654534657,1
countryhttpstwittercomryanafournierstatus1181604840633446403,1
countryhttpstwittercomtimestatus1120702516814123020,1
countryhttpstwittercomwdunlapstatus1098954942843211777,1
countryhttpswwwpscptvwb2kxajfvtlfstfjub1dwuxd8mxlor2fpwm5wz0r4at3fmbcbsfgrqipwdppgz9sj1ayzx6x61dtqkgz6vqvht6s,1
countryhttpswwwpscptvwbz84fjfvtlfstfjub1dwuxd8mw5bskv5wnzrevzktd9h6boj1bmjn10rm6rlsvhbibe5jmvdnylfw7jbjddt15s,1
countryhttpwapostpi9tih,1
countryi,1
countrylooking,1
countrymust,1
countrynever,1
countrynot,2
countrynow,1
countrypictwittercom2ahavm4n9s,1
countrypictwittercom4adpaskjiu,1
countrypictwittercom5wvry1rkbt,1
countrypictwittercom7molu6utce,1
countrypictwittercomdnnyxgjm4i,1
countrypictwittercomg5kcwxxubk,1
countrypictwittercommit3wx3yae,1
countrypictwittercomoqp3ncoee4,1
countrypictwittercomrrtr0mrr9l,1
countrypictwittercoms4nr23uodt,1
countrypictwittercomyfv0wijgby,1
countryreally,1
countrys,29
countryside,5
countrytell,1
countrythanks,1
countrythe,1
countrywhat,1
countryyour,1
country—great,1
country—i,1
country—incompetent,1
country—miami,1
country—to,1
country’,1
country’s,40
counts,19
county,67
coup,15
couple,34
coupled,2
couplegood,1
couplehttpstwittercomrobertjeffressstatus1156436825705209856,1
couplepictwittercom2mzln3uo94,1
couples,1
coup’,1
courage,67
courageous,21
couragious,1
courantpictwittercomboiyqlqgrg,1
couric,1
courierjournal,1
course,432
courseawful,1
coursefantastic,1
coursegracias,1
coursehttpbitly19satae,1
coursehttpbitly1naq5y7,1
coursehttpbitlyl6pfiv,1
coursehttpbitlywjxwfs,1
coursehttpcbslocal1q3kbz0,1
coursehttpmiamicbslocalcom20150112trumpunveilsrenovateddoralredtigergolfcourse,1
coursehttpstwittercomkellyannepollsstatus1183399176119443457,1
coursehttpwwwtodaysgolfercouknewsandeventscoursenews2015apriltrumpturnberrytransformationoncourse,1
courseits,1
courses,67
coursescotland,1
courseshttpwwwgolfcomcoursesandtraveltrumpferrypointexclusivesneakpreviewixzz3hdgljeea,1
courses—but,1
coursethanks,1
coursetop,1
court,192
courtesy,3
courthouse,1
courthttpbitlyhntqat,1
courthttpswwwwhitehousegovbriefingsstatementsjudgebrettmkavanaughexceptionallyqualifieddeservingnomineesupremecourt,1
courtmarshal,1
courtney,1
courtneyymorgan,1
courts,33
courtshttpstwittercomrealdonaldtrumpstatus1171547046295171072,1
courtside,1
court—he’s,1
cous13,1
couses,1
cousin,3
cousins,2
cousypictwittercomnnf26oql6i,1
couture,1
cover,73
cover2cover,1
coverage,58
coveragehttpswwwcnncom20190613perspectiveshrahealthcarebusinesstrumpindexhtml,1
coverallpads,1
covered,33
covering,16
covers,16
coverup,8
coverups,1
coveted,1
covey,1
covfefe,1
covington,3
cow,6
cowanmartin,1
coward,3
cowardice,2
cowardinchief,1
cowardly,3
cowards,12
cowboy,3
cowboys,3
cowboysfortrump,1
cower,2
cowered,1
cowpokes6369,1
cowritten,1
cows,3
cox,10
coxdanimal,1
coximus2,1
coxsam5,1
cox’s,1
coyotes,5
coz,1
coztrumptowersisthebest,1
cp5,1
cpac,57
cpac13,1
cpac2013,5
cpac2014,5
cpac2015,3
cpac2015httptimecom3726571cpacdonaldtrump,1
cpac2018,1
cpac2018pictwittercom5gdh7jonkv,1
cpac2018pictwittercomqgkw2xgjp0,1
cpac2018pictwittercomrd9otu8iex,1
cpacby,1
cpacco,2
cpacdean,1
cpachttpbitly13pkvcz,1
cpacnews,23
cpacthanks,1
cpartridge11,1
cpcoasterguy94,1
cpetelis,2
cphily4u,1
cpictwittercome08ngbcw3d,1
cpomark2010,1
cpow17,1
cps,1
cptnloco262,1
cpw,2
cr,3
crack,3
crackdown,2
cracking,3
crackmacs,1
cracks,3
craddick,1
cradling,1
craft,4
crafted,2
crafting,2
craig,4
craigashwood,1
craigbbannister,1
craigdevlin,4
craigeaton12,3
craigheff,1
craighume,1
craigkotter,1
craiglongislnd,1
craigmacwilson,1
craigporritt,1
craigsj,1
crainey777,1
crainschicago,4
crainsdetroit,1
cramer,2
crandon,1
crane,6
cranes,1
crank,1
cranked,2
cranks,1
crap,11
craryjohn,1
crash,27
crashed,10
crashes,3
crashing,5
cratered,2
craveonline,1
crawford,1
crayon,1
crazed,16
crazier,1
crazies,2
craziesmust,1
craziness,2
crazy,173
crazycatkid,1
crazygreentiger,1
crazyhttpstwittercomdonaldjtrumpjrstatus969918871355478016,1
crazyi,1
crazymamaa,6
crazymom28,1
crazystupid,1
crazythe,1
crcalderwood1,1
crconnections,1
cream,3
create,115
created,79
createdhttpbitlyopopfv,1
created’,1
creates,13
creating,41
creation,10
creationcut,1
creationpictwittercomcvu20zqsvj,1
creative,13
creativeguy4u,1
creativexwalk,1
creativity,3
creator,10
creators,2
creats,1
cred,5
credence,1
credential,1
credentials,5
credibility,75
credibilitybut,1
credibilityhttpstwittercomdevinnunesstatus1202654711637303296,1
credibilityhttpstwittercomingrahamanglestatus1204988423230111744,1
credibilityno,1
credibilityshe,1
credibilityshould,1
credibilitytotal,1
credibility—a,1
credible,9
credit,109
credited,1
credithttpsmyoutubecomwatchfeatureyoutubev4zbw8vlnrdy,1
credithttpwwwwsjcomarticlesnatoconsidersnewintelligencechiefpost1464968453,1
credits,2
credit—he,1
credo,2
creed,3
creelken,1
creep,2
creeps,1
creepy,1
creeutiful,1
crenpolitics,1
crenshaw,1
cretar,2
crew,11
crews,1
crewsawyer,2
cricketdrews,1
cried,5
cries,1
crime,377
crimea,9
crimecrimecrime,1
crimefree,1
crimes,64
crimesbecause,1
crimes’,1
crimethere,1
criminal,76
criminalhttpstwittercomelisestefanikstatus1203666657769598976,1
criminality,2
criminalization,1
criminalize,1
criminally,1
criminals,48
criminalshttpwwwbreitbartcombiggovernment20160204exclusiveimmigrationcommitteechartfugitivecriminalaliensoutnumberallnewhampshirecitypopulations,1
crimmsnchin,3
crimson,1
cringefringe,1
cringing,1
crinqc,2
cripplecreek101,1
crippled,31
crippledamerica,9
crippling,3
cris,1
criscarter80,1
crisis,77
crisishttpstwittercomwhitehousestatus978660679447130118,1
crisisthe,1
crisjensen,1
crispy,1
cristaly,1
crisxtina7765,1
criteria,2
critic,8
critical,31
criticising,1
criticism,9
criticize,13
criticized,18
criticizedthey,1
criticizes,5
criticizing,10
critics,16
criticwho,1
critique,2
critiques,1
crlindke,1
crob33,1
crocked,1
crocodile,1
crocus,4
crocuscityhall,1
cromo,1
cronies,4
croninmichelle,1
cronkite,1
crony,4
cronyism,4
crook,8
crooked,399
crookedhillary,23
crookedhillaryhttpdailycallercom20160825hillaryclintondeletedemailsusingprogramintendedtopreventrecovery,1
crookedhillaryhttpdailycallercom20161020clintoncharitygotupto56millionfromnationsthatareantiwomengaysixzz4nxmx6wtv,1
crookedhillaryhttpmwashingtontimescomnews2016oct21wikileaksrevealshillaryclintoncampsworkwith,1
crookedhillaryhttpwwwdailymailcouknewsarticle3718137hillaryclintonslappeddreadedfourpinocchiosratingfalseclaimfbidirectorsaidtoldtruthclassifiedemailshtml,1
crookedhillaryhttpwwwwashingtonexaminercomhillaryclintonarchitectoffailurearticle2605268wavtt0wbzratwitter,1
crookedhillarypictwittercomjexfno6e3s,1
crookedhillarypictwittercomltjlvkkzh1,1
crookedhillarypictwittercomlwi9gqdehe,1
crookedhillarypictwittercompvrbb7v4ng,1
crookedhillarypictwittercomvxhcc8papy,1
crookedhillarypictwittercomwjsl8itvvk,1
crookedhillarypictwittercomxe0i0emxma,1
crookedhillarypictwittercomxyopfjmbyp,1
crookedhillarys,1
crookedjournalism,1
crookeds,5
crookedused,1
crooked’s,5
crookhttponwsjcom1foiejt,1
crosby,1
cross,22
crossblue,1
crossbowdave,1
crosse,1
crossed,4
crosses,1
crossfire,2
crosshairs,1
crossing,11
crossingbroad,1
crossings,7
crossover,1
crossroads,3
crossroadsa,1
crossroadsgps,2
crouch,1
crovatto,1
crowd,242
crowded,6
crowdfunded,1
crowdfunding,6
crowdgreat,1
crowdhttpwwwlibertyeduindexcfmpid18495mid65182,1
crowdi,1
crowds,66
crowdso,1
crowd—so,1
crowd—sold,1
crowd—thank,1
crowd—will,1
crowebar67,1
crowhogan33,1
crowley,1
crowleycnn,1
crown,15
crowned,7
crownhypocrite,1
crowning,2
crpietschmann,1
crroussos,1
crs,1
crstin0516,1
crucial,11
crucialonly,1
crucified,1
crucify,2
crude,17
cruebabe,2
cruel,3
cruise,5
cruising,1
crumble,3
crumbling,7
crumblingand,1
crunch,2
crusade,2
crusade4honesty,2
crush,6
crushed,5
crushing,8
crushingit,1
crushthespirit,1
crustyrunner,1
cruz,242
cruzdevil,1
cruze,1
cruzfraudpictwittercomtrm7kucrsu,1
cruzkasich,1
cruzlawsuit,1
cruzs,4
cruzwhen,1
cry,9
cryin,4
crying,8
cryin’,18
crylaugh,1
cryour,1
crypto,1
cryptocurrencies,1
cryptohio,1
crysta,1
crystal,6
crystaljoanna,1
crystallee1971,1
crystalprebola,1
crz4basball,1
cr’s,1
cs1racefan,1
cs522,2
cschlechta,1
cshanton,1
cshepler,2
csi,1
csnchickatcsn,1
csoules,1
cspan,19
cspanconversation,1
cspanpolitics,3
cspanwj,1
cst,1
cstace1,2
cstearlyoften,1
cstevechristyjr,1
cstsizzle,1
ct,5
cta,1
cties,1
ctmommy,1
ctobin22,5
ctormes,1
ctprimary,1
ctrain,2
ctrenwith,2
ctrump,1
ctsa,1
ctumbert,1
cturner77,1
ctwilki,1
cuba,13
cuban,31
cubanamerican,2
cubans,2
cubanthe,1
cubs,5
cudgel,1
cues,1
cueto,1
cuff,3
cuffed,1
cufflinks,10
cufflinksmacys,1
cuffs,1
culeros,1
cull,1
cullenthadude,1
culminating,2
culpo,6
culprit,1
culprits,1
cultivate,2
cultivated,1
culture,12
culturea,1
cultures,1
culzeancastle,1
cumming,1
cummings,16
cumr2ducks,1
cuneytgkn,1
cunning,3
cunningham,2
cunninghamny,2
cuntry,1
cunty,1
cuomo,34
cuomos,2
cuomo’s,1
cup,26
curb,8
curbed,1
curbing,1
cure,6
cured,1
curehdsaorg,2
cures,1
curiel,2
curiosity,2
curious,4
currencies,7
currency,63
currencythey,1
current,53
currently,39
currentlyfeed,1
currentthis,1
curriculum,1
curriculums,1
currrently,1
curry,1
curryslap,1
curse,5
cursehttpbitlypcc3bd,1
cursing,1
curt,2
curtain,2
curtandkaren,1
curtis,5
curtiscraven76,1
curtismuddog,3
curve,4
cuse,1
cusp,2
custody,2
custodypictwittercomufjwjjukld,1
custom,2
customary,1
customer,7
customers,14
customersthanks,1
customs,4
customsborder,1
customwww,1
custserv,1
cut,159
cutcap,1
cutcapbalance,1
cute,51
cutest,1
cutjust,1
cutreform,2
cuts,168
cutsetc,1
cutshttpstwittercomivankatrumpstatus933495974516928517,1
cutshttpswwwwashingtonexaminercomwashingtonsecrets3billionpayoff101utilitiescutratescreditgoptaxcuts,1
cutsreform,3
cutssecurity,1
cutter,3
cutting,50
cuttingedge,1
cuttingstock,1
cuyahoga,1
cuz,7
cvergara32,1
cvpayne,9
cwaitforitj,1
cwaunion,1
cwbmustang,1
cwbyfn12,1
cwide12,1
cwilliamsrltr,1
cwisecwise1,3
cwjaccount,1
cwodotcom,1
cy,1
cyber,9
cyber1980,1
cyberattack,2
cyberciety,1
cyberespionage,1
cybergolfnews,1
cyberpunksamuri,1
cybersecurity,2
cycick,1
cycle,14
cyclesgrowing,1
cyclical,2
cylindrical,1
cyndilauper,1
cynical,2
cynlanjoh,1
cynstweet,1
cynthia,2
cynthialummis,1
cynthiawebster,1
cyprus,3
cyrus,2
cyrustvirus,1
cystic,1
czar,4
czech,1
d,51
d18mt2,2
d1pz,1
d4dufour,1
da,7
da1nonlyasulony,1
daaahawks,1
dabeard,1
dabg3241,1
dabostonfan,1
dabrain8,1
daca,77
dacathey,1
dad,35
daddy,5
daddyhttpstwittercomerictrumpstatus1182259309540990976,1
daddy’s,1
dadeque,1
dads,4
dadsnicklefritz,2
dadtrump,1
dafny01,1
dagan,1
dagger,2
dagnyred,2
dai,1
daily,53
dailybeast,2
dailybreezenews,1
dailycaller,19
dailydigs,1
dailyhttpbitly1idiogo,1
dailymail,2
dailymailceleb,1
dailymirror,1
dailyne,1
dailyrecord,1
dailytelegraph,3
daily’,1
dainbramaged,1
daines,3
dairy,6
dais,1
dakota,12
dakotanina,1
dakotas,1
dakota’s,1
dalai,1
dalailama,2
dalasner,5
dale,6
dale26,1
daledangler,1
daleschrock,1
dalhines,1
dallas,37
dallascowboys,1
dallasmavs,10
dallasnews,1
dallasnews’,1
dallaspdhttpstwittercomdallaspdstatus743897962858741762,1
dallaspolice,1
dallasvercillo,2
dalley5,1
dallinmiller,1
dalstar009,1
daltonkats,2
daltonross,2
daltonstoltz,1
dalva1616,1
dalynxbk,1
dalys,1
dam,3
dam615,2
damac,9
damacakoya,1
damacofficial,6
damacofficialhttpwwwarabianbusinesscomdamaclaunchesluxury176mtrumpbrandeddubaihomes584979html,1
damacproperties,1
damage,34
damaged,5
damages,11
damaging,5
dame,4
dameechriebl,1
dame—but,1
damian,1
damicoj03,1
damienduplantis,1
damiendzanic,1
damiranz,2
dammit,2
damn,31
damned,1
damning,1
damnitjustin,2
damnitroll,1
damnshame,1
damon,6
damoncanel,1
damonknowswinning,1
damonpostal,1
damonsdavis,1
damron88,1
dan,67
dana,11
danabrams,5
danadelikat,1
danafarber,1
danamira,24
danamiras,1
danaperino,8
danarigdon,1
danathe,1
danawhite,4
dancer,1
dancers,1
danceswithmetal,1
dancing,5
dancingwiththestars,1
danconiapm,1
dancriscuolo,1
dancrocker,2
dancurran4,1
dandanahernews,1
dandeloof,2
danfarfan,1
danforc,1
danforsley,1
dang,1
danger,25
dangergive,1
dangerhttpwwwbostonheraldcomnewsopinionopinionletterstotheeditor201503letteriranacleardanger,1
dangerous,115
dangerously,1
dangerousthe,1
dangerousunelectabletrump,1
dangerpictwittercom3yqyzr8ozs,1
dangers,4
dangerusswilson,1
dangerweiner,3
dangerweiner’s,1
danger’,1
danhalen,1
danhenninger,3
danhttpstwittercomdbonginostatus1129822219432071169,1
dani,1
danials,1
danica2013,1
daniel,8
daniel10ynwa,1
danielamarino,1
danielcclarke,1
danielgenseric,1
danielhalper,1
danielhr27,1
danieljshaw,1
danielle,2
danielleboussel,1
daniellecfriel,1
daniellefromnh,1
daniellogan,1
danielpipes,1
danielpokorski,1
danielprofit,1
danielrobinsmd,1
danielrogerson,1
danielrsimoes,1
daniels,1
danielstephan,1
danielstrauss4,1
danilluhermman,1
danjparker,1
dankir96,1
dankonservative,1
danlifting,2
danmarino,1
danmcisaac,1
danmillman,1
danmilosevich,1
dannbushh,4
dannumba,1
danny,36
dannyandrews51,1
dannybo4455,2
dannyboiling,2
dannydamico67,1
dannydanon,2
dannyjones1967,1
dannylofaro,2
dannymartin2002,1
dannyojedaokc,1
dannytarkanian,3
dannyyoure,2
dannyzuck,1
dannyzucker,5
dannyzuk,1
dannyzuker,69
dannyzuker’s,1
danny—let,1
danny’s,2
danoh1952,1
danojano,1
danowiggins,1
danpatrick,1
danpfeiffer,1
danpgabriel,1
danproctor11,1
danratherreport,1
danrebellato,1
danrothweil,1
danrpriest,1
dansalbreiter,1
dansaltsman,3
danscavino,49
danscavinotom,1
danschreibs,1
danscire,1
danshaw2012,1
danshrigley,1
dansondhelm,1
danstschwind,1
dansullivan2014,1
dantedmoney,1
dantegtmeyer,1
danusia234,1
danwolff22,1
dany,1
dany8ro,1
danyellaangel,1
danyellaif,1
danyou,1
danywasking,2
dan’s,1
daphnehaven,1
dapp4,1
dapper,1
daraghrohan,1
darbizman,1
darbywelch,1
darci51,1
darcy027027,2
dardonyc16,2
dare,6
darealfito,1
darealkhefner,1
dared,1
dareing,1
daremagic,1
dares,2
darhowklo,1
dariusrucker,1
darjar14,1
dark,18
darkened,1
darkest,4
darknessconsider,1
darknightrises,1
darkpig2,1
darkredhair,1
darkredhair2,1
darlene,1
darleneflaherty,1
darlenemichele,1
darling,4
darmstrong23,1
darn,3
darnell,4
darrell,8
darrellissa,2
darren,3
darrengiven,1
darrenjjordan,3
darrenkellytv,1
darrenwaggener,1
darrrenrice,1
darryljirwin,1
darryljordan,1
darth,1
dasboot96,2
daschott,1
dash,1
dashboard,1
dashing1995,1
dashinglis,1
dashjohnston,3
dashman18,1
dastardly,1
data,17
database,4
databasea,1
datadamguy,1
datahttphuffto18ihzhv,1
data’s,1
datdudehead,2
date,40
dated,1
dateline,6
datelinekeith,1
datelinenbc,2
datenight,1
dates,3
datesuch,1
dating,3
datriggakeithh,3
dattan78,3
dattijulia,1
daughter,45
daughterread,1
daughters,5
daughterthats,1
daughter’s,2
dave,11
daveajstearns,1
daveandlouanns,1
davebratva7th,3
davebrown,1
davecc1109,1
davecentrist,2
davedautel,1
daveesnova,1
daveetzler,1
daveforsyth67,1
davegardiner7,1
daveinchrist,1
daveinfinland,1
daveinkeno,1
davejager1,1
davekaszerman,1
daveletterman,1
davenanni,1
davennt,1
davenorthyv,1
davenport,2
davenporthttpwwwdesmoinesregistercomstorynews20150430donaldtrumprepublicansdavenportiowa26650003,1
daveperry71,1
davesbigwife,1
davesportsgod,2
davetwit29,1
davevin73,2
davewalkertv,1
daveweigel,2
daveyd147,1
daveydanger,1
daveyh,1
daveyhubb,2
david,120
david18graham,1
david360nc,4
davidagoodman,1
davidahurd,1
davidanicholas,1
davidasmanfox,2
davidaxelrod,18
davidaxelrodhe,1
davidbarringer2,1
davidbarringer4,1
davidblanch,1
davidbodner,1
davidbossie,8
davidbougs,3
davidbrody,1
davidc,1
davidcameron,10
davidcanlas88,1
davidco71875026,1
davidd0069,1
daviddcarpenter,1
daviddepuma,2
davidebergstein,1
davidfoody,1
davidfulop,2
davidgergen,1
davidginsburg,1
davidgordonjr,1
davidgregory,1
davidgrieve,2
davidgriffinjr,1
davidherjavec,1
davidhttpstwittercomdavidwohlstatus1086461107244490752,1
davidhttpstwittercomusambisraelstatus1192754718973530114,1
davidhyre,1
davidi,1
davidindallas,1
davidinspired,1
davidinspiredtrump,1
davidjmadeira,1
davidjroth,1
davidkaifaith,1
davidkobzeff1,1
davidkyleonline,1
davidlemoinejr,1
davidletterman,2
davidmaraniss,1
davidmcclain328,1
davidmuir,2
davidnyct,1
davidperez728,1
davidperilla3,1
davidpylejr,1
davidragan,1
davidrealtorct,1
davidrhythmguit,1
davidroyearle,1
davidrwoods,1
davidsadler2525,1
davidsbaldwin,3
davidsballard,1
davidshiloach,1
davidshuster,1
davidsidol,1
davidson,1
davidthank,1
davidthomasno1,1
davidvitter,1
davidvnyc,1
davidwe,1
davidwhat,1
davidwohl,5
davidwright,1
davihttpwwwbreitbartcombighollywood20151130robertdavidonaldtrumpisthejohnwayneofpolitics,1
davis,11
daviscpagroup,2
daviss,1
davist19,2
davos,8
davos2018httpstwittercomjavierblas2status956861590577582081,1
davymac1972,1
davyshanks,2
davıd,1
dawesyboy,1
dawino6260,1
dawn,2
dawndunne,1
dawniedeee,1
dawnlaca,1
dawnpatrol,1
dawsey,1
dawson304,1
dawsonstock,1
dax,1
daxdav21,1
day,756
dayanamendoza,1
daybastrop,1
daybyday,1
dayget,1
dayhttpstwittercomdanscavinostatus1212171925520363521,1
dayhttpstwittercomrealdonaldtrumpstatus967083810981597185,1
dayhttpstwittercomsecretarysonnystatus1106172145615425538,1
dayhttpstwittercomusnatarchivesstatus1041632865853890560,1
dayhttpswwwpscptvwbzr52jfvtlfstfjub1dwuxd8mw1yr21zwwpfakrhetk7r48zbuthkuqin1a9mzzliqgefhrlouhmnglbt2s,1
dayhttpswwwwhitehousegovpresidentialactionspresidentdonaldjtrumpproclaimsapril22018worldautismawarenessday,1
dayhttpswwwwhitehousegovpresidentialactionspresidentdonaldjtrumpproclaimsjanuary162018religiousfreedomday,1
dayhttpswwwwhitehousegovthepressoffice20170127statementpresidentinternationalholocaustremembranceday,1
daylight,2
daymy,1
daypictwittercommswuebgzxk,1
daypictwittercomw00yxl1rwk,1
daypictwittercomzqhadcikqg,1
daypictwittercomzw71dnt7tj,1
days,180
dayshttpbitlyszvwgv,1
dayspictwittercomhtgpxfpwej,1
dayspictwittercomrzx3zjxzga,1
dayspictwittercomumrhhx5il0,1
dayswe,1
daytime,1
dayton,16
daytona,7
daytonkreb,1
daytradersfx,1
dayyes,1
dayyour,1
day—call,1
day—they’re,1
day—working,1
day’,1
dbagsloveme,1
dbarbs1,1
dbeattie53,1
dbigrock34,2
dblack15nc,1
dblanks,1
dbljjames,1
dblsolo7,3
dblsolo700,2
dboiarsky,1
dbongino,5
dbonginopictwittercomagh4gbzhqh,1
dbonginopictwittercomizexu2nb1s,1
dbongino’s,1
dbottenhagen,1
dbplanchon,1
dbpresswire,1
dbradleyri,2
dbunzz,1
dbzoptimist,1
dc,230
dc1a7ce3d7f7402,2
dca,2
dcalifhttpwwwwashingtonexaminercomdiannefeinsteinflipsherpositiononshutdownforsecondtimeinonedaypeoplewilldiearticle2646377,1
dcashhoney,1
dcbelleonwheels,2
dcbound,1
dcdecoder,1
dcexaminer,9
dcexaminerhttpwwwwashingtonexaminercomnatocommanderagreesmembersshouldpayuparticle2598183customclickrss,1
dcexaminerpictwittercomogyeudgzd2,1
dcexaminerpictwittercomzzycnodcqj,1
dcfoodsafety,11
dcgiesii,1
dcgovtwit,1
dcgovweb,1
dchamp5810,2
dchttpwwwbizjournalscomwashingtonblog201412donaldtrumphintsatpresidentialrunpromiseshtml,1
dchttpwwwforbescomsitesforbestravelguide2016012820mostanticipatedhotelopeningsof201636c1736268da,1
dchttpwwwfredericksburgcomentertainmentfooddrinkjoseandrestoopenrestaurantindctrumphotelarticled475cb6e928152f9afe6930709e3573chtml,1
dchttpwwwwjlacomarticles201407washingtonbusinessreportjuly272014105445html,1
dcin,1
dckolarik,1
dcnumerology,2
dcolon2112,3
dcooldog,1
dcpictwittercom2m9pikjcsh,1
dcromps,1
dcs,4
dcsheriff,1
dcska,1
dcthank,1
dc—a,1
dc’s,2
dday,4
dday70,1
dday75httpswwwpscptvwb8eogtfvtlfstfjub1dwuxd8mwpns2d2quvwymv4tjzy4es5ijcyfniumfxz0bprwuwzsxdaeh0ui1iqqlyut6s,1
dday75pictwittercombwfvet7gtg,1
dday75pictwittercomc8otehvscr,1
dday75pictwittercomrg15c32gow,1
dday75thanniversary,3
dday75thanniversaryhttpswwwpscptvwb8j0fdfvtlfstfjub1dwuxd8mwdxehzwulfzd3b4qp1suvkwd5w1rt1pliq51pnbmuphfru0sloki9vxrxot21m12s,1
dday75thanniversarypictwittercom5qwqjkvhdl,1
dday75thanniversarypictwittercomgisolml4np,1
dday75thanniversarypictwittercomn0uivhlkrl,1
ddd,1
ddeessm,1
ddietlin3,1
dditarant,1
ddobbs5253,1
ddoublej,2
ddpick18,2
ddrocks777,1
de,19
deacon6375,1
dead,111
dead400,1
deadbeat,1
deadbeats,1
deadeyemadoc,1
deadhttpstwittercomrobbystarbuckstatus1001949868460593152,1
deadliest,1
deadline,10
deadlinehttpbitly1nbzzra,1
deadlines,2
deadly,10
deadlykittenz,1
deadpan,1
deadsaw,1
deadspin,9
deadspin’s,1
dead—a,1
deafdwayne,1
deafness,1
deal,812
dealand,1
dealcame,1
dealer,1
dealers,9
dealerstax,1
dealhttpbitly17zr4s2,1
dealhttpbitly1s4rrf1,1
dealhttpstheinterceptcom20151111trumpwasrightabouttppbenefittingchina,1
dealhttpstwittercomafpstatus1191752174084210699,1
dealhttpstwittercomdanscavinostatus1194448682466398209,1
dealhttpstwittercomivankatrumpstatus1114217902109011969,1
dealhttpstwittercomtoyotastatus1106209135144693760,1
dealhttpswwwpscptvwbchofdfvtlfstfjub1dwuxd8mvlxs0rkrwt3rg9lvughovnqhumtofskvneetrthrkhtbwcwtkulteuhh3st1s,1
dealhttpusatly1obuzmr,1
dealhttpwwwnewsmaxcomnewsfrontdonaldtrumpirannucleardeal20150331id635663ixzz3w4dw01b6,1
dealhurry,1
dealing,37
dealings,10
deallooked,1
dealmaker,9
dealmakers,3
dealmaking,4
deals,170
dealsand,1
dealshttpbitlyo6ep5o,1
dealshttpwwwnewsmaxcomnewsfrontfoxpolltrumpleads20150816id670352,1
dealsonly,1
dealsthey,1
dealt,12
dealthe,1
dealwill,1
deal—soon,1
deal’,1
dean,17
deanallen12,1
deandesign101,1
deanheller,1
deanhellerhttpstwittercomivankatrumpstatus1058049612924313601,1
deanna,2
deannalea,2
deannaspillyard,9
deannecox777,1
deanoct,1
deanpreston76,1
dear,17
dearly,5
dearlypictwittercomr0tm44nmao,1
deasworld,2
death,91
deathhttpbitlykoxcfc,1
deathif,1
deaths,12
deaththink,1
deb,2
debacle,5
debate,386
debateactually,1
debated,1
debatehe,1
debatehttpbitlyqnyqhu,1
debatehttpbitlysedipv,1
debatehttpbitlyseuwsk,1
debatehttpbitlysfqtro,1
debatehttpbitlyub99vt,1
debatehttpbitlyummcch,1
debatehttpswwwwashingtonpostcomblogspostpartisanwp20161019trumpwontonightsdebateutmtermdb187b0862de,1
debatehttpwwwforbescomsitesjohnzogby20150920zogbypolltrumpwidensleadaftergopdebate,1
debatehttpwwwnewsmaxcominsidecovertrumpgingrichdebateiowa20111204id419909,1
debatehttpwwwpoliticocomblogsonmedia201601abcseversdebatepartnershipwithunionleader217560,1
debatei,1
debateit,1
debatejust,1
debateless,1
debatenight,8
debatenightpictwittercome70ate6lnr,1
debatenightpictwittercomiux7icikat,1
debatenightpictwittercomjoa9jc0cdm,1
debatenightpictwittercomoflaahrwe5,1
debatepictwittercombt4vgytkbr,1
debatepictwittercomib6ngqsg5v,1
debatepictwittercomr0yuh3px9o,1
debatepictwittercomskhbwg6aq3,1
debatepictwittercomsvcjmrshkd,1
debatepictwittercomt1sr8dk2xi,1
debatepictwittercomwsgsf5nv6h,1
debater,2
debates,58
debates2016,8
debates2016httpstwittercommikepencestatus780615043809435649,1
debates2016httpstwittercomteamtrumpstatus780603926949363712,1
debates2016pictwittercom4aryzcggyz,1
debates2016pictwittercomdalk9jkcfg,1
debates2016pictwittercomf6bxyyrjid,1
debates2016pictwittercomoi2qi2hado,1
debates2016pictwittercomueq7cbog9y,1
debates2016pictwittercomvholthrr66,1
debateshould,1
debateshttpbitlyqnyqhu,1
debatespictwittercom2yfd0omn4x,1
debatespictwittercom3mz4t7qttr,1
debatespictwittercom5yxnt0gnuf,1
debatespictwittercomdhpbb7ir91,1
debatespictwittercomqboaf8dlhs,1
debatespictwittercomsmjnuhi7xb,1
debatestarts,1
debatewon,1
debating,7
debbie,18
debbiecraig817,1
debbiegibson,4
debbielesko,2
debbiestabenow,1
debdew2,1
deberias,1
debfisher,1
debkanchan,1
deblasio,3
debonairo,1
deborah,1
deborahcroce5,1
deborahnorville,1
debra,1
debra0155,1
debraa27,1
debraanngw,1
debrachopaola,1
debragarrett,1
debrajosephine,1
debralynnxx,1
debramessing,1
debrarakestraw,1
debsopan,1
debssay,1
debstermistress,1
debt,181
debtampa,1
debteven,1
debthe,1
debthttpbloombg1e6kppd,1
debthttpwwwusgovernmentspendingcomspendingchart19992007flb16s2li111mcnh0s,1
debtits,1
debts,1
debtthat,1
debtwill,1
debut,11
debuthttpwwwluxurydailycomtrumpcollectionleverages2016electionfrenzyforwashingtondebut,1
debuting,2
debuts,2
debysinghcindy,1
dec,19
decade,10
decades,72
