date,retweets,likes
2014-07-04,25820,40528
2014-07-05,923,1101
2014-07-06,380,476
2014-07-07,1707,1539
2014-07-08,2686,2764
2014-07-09,3614,4023
2014-07-10,7108,7745
2014-07-11,3056,4189
2014-07-12,105,116
2014-07-13,914,1038
2014-07-14,1029,1354
2014-07-15,5032,5271
2014-07-16,1098,1192
2014-07-17,4552,5041
2014-07-18,1838,2148
2014-07-19,171,287
2014-07-20,67,59
2014-07-21,7186,8986
2014-07-22,5152,6065
2014-07-23,1487,1698
2014-07-24,2631,2661
2014-07-25,10769,8424
2014-07-27,110,202
2014-07-28,1498,1839
2014-07-29,2525,3008
2014-07-30,2156,2177
2014-07-31,1891,2428
2014-08-01,3106,2732
2014-08-02,23577,19777
2014-08-03,511,570
2014-08-04,1971,1967
2014-08-05,5788,6695
2014-08-06,2001,2046
2014-08-07,504,712
2014-08-08,5392,7350
2014-08-09,30315,32445
2014-08-11,2349,2799
2014-08-12,2519,3359
2014-08-13,3249,3602
2014-08-15,86,114
2014-08-18,1213,1465
2014-08-19,917,949
2014-08-20,1518,1626
2014-08-21,1035,1132
2014-08-22,345,416
2014-08-23,820,1092
2014-08-24,48068,36691
2014-08-25,2982,3189
2014-08-26,1048,1382
2014-08-27,2167,1992
2014-08-28,2978,4270
2014-08-29,1071,1450
2014-08-30,426,838
2014-08-31,7292,8374
2014-09-01,754,1352
2014-09-02,1828,2684
2014-09-03,6025,7070
2014-09-04,4394,5757
2014-09-05,2292,2566
2014-09-06,11960,12660
2014-09-07,714,2129
2014-09-08,1577,2074
2014-09-09,7359,8029
2014-09-10,30098,35514
2014-09-11,17517,13172
2014-09-12,3423,2274
2014-09-13,279,468
2014-09-14,1641,2492
2014-09-15,4184,4790
2014-09-16,3843,4077
2014-09-17,3067,3531
2014-09-18,921,1010
2014-09-19,2095,1931
2014-09-20,8445,10948
2014-09-21,1273,1677
2014-09-22,858,1216
2014-09-23,1541,1506
2014-09-24,1167,1474
2014-09-25,2146,3201
2014-09-26,604,1007
2014-09-27,9423,9783
2014-09-28,106,296
2014-09-29,65646,76130
2014-09-30,5370,4352
2014-10-01,16517,18086
2014-10-02,1015,1139
2014-10-03,3683,3928
2014-10-04,3363,3754
2014-10-05,4653,4920
2014-10-06,5927,7050
2014-10-07,2020,2540
2014-10-08,3339,4212
2014-10-09,7223,7382
2014-10-10,8552,9467
2014-10-11,5077,7154
2014-10-12,2064,2184
2014-10-13,6099,6687
2014-10-14,22324,19293
2014-10-15,2847,3380
2014-10-16,7861,8376
2014-10-17,12256,14300
2014-10-18,3240,3361
2014-10-19,1520,2037
2014-10-20,3390,5272
2014-10-21,5979,5699
2014-10-22,46152,48572
2014-10-23,841,1590
2014-10-24,14213,16555
2014-10-25,6898,10329
2014-10-26,1112,1674
2014-10-27,1236,1988
2014-10-28,2662,3132
2014-10-29,12930,19154
2014-10-30,1370,1900
2014-10-31,1422,1446
2014-11-01,2192,3148
2014-11-02,685,1281
2014-11-03,1101,1752
2014-11-04,1176,1710
2014-11-05,5512,8474
2014-11-06,4156,5781
2014-11-07,1901,2705
2014-11-08,1122,1495
2014-11-09,499,686
2014-11-10,2604,4499
2014-11-11,1180,1678
2014-11-12,6628,8915
2014-11-13,676,935
2014-11-14,1401,1192
2014-11-16,215,354
2014-11-17,1752,2190
2014-11-18,1862,2410
2014-11-19,2076,2674
2014-11-20,12277,10872
2014-11-21,2232,2536
2014-11-22,5130,7302
2014-11-23,541,506
2014-11-24,6743,9849
2014-11-25,32775,37096
2014-11-26,506,1137
2014-11-27,1434,3188
2014-11-28,811,1436
2014-11-29,186,426
2014-11-30,1283,1460
2014-12-01,1854,3203
2014-12-02,2775,3690
2014-12-03,2051,3280
2014-12-04,1397,1554
2014-12-05,1180,1380
2014-12-06,148,349
2014-12-07,53,134
2014-12-08,2029,2849
2014-12-09,3587,5517
2014-12-10,2045,3292
2014-12-11,3295,4763
2014-12-12,1344,1827
2014-12-13,436,650
2014-12-14,220,332
2014-12-15,6953,8221
2014-12-16,3489,3993
2014-12-17,1917,2496
2014-12-18,536,962
2014-12-19,3638,5183
2014-12-20,632,958
2014-12-21,90,184
2014-12-22,1461,2201
2014-12-23,1034,1223
2014-12-24,2350,2528
2014-12-25,2153,3881
2014-12-26,635,1219
2014-12-28,378,619
2014-12-29,9860,19494
2014-12-30,2239,2743
2014-12-31,4665,6833
2015-01-01,554,1250
2015-01-02,4508,5034
2015-01-03,781,1406
2015-01-04,917,1975
2015-01-05,3257,7680
2015-01-06,2257,4339
2015-01-07,10461,10814
2015-01-08,14865,23174
2015-01-09,2366,3418
2015-01-10,407,598
2015-01-12,840,1457
2015-01-13,1082,2228
2015-01-14,2379,1389
2015-01-15,945,1327
2015-01-16,197,241
2015-01-17,1820,2710
2015-01-18,373,588
2015-01-19,528,1228
2015-01-20,1760,3711
2015-01-21,4770,5825
2015-01-22,2239,2895
2015-01-23,1848,2226
2015-01-24,419,629
2015-01-25,6089,6981
2015-01-26,366,621
2015-01-27,4639,7904
2015-01-28,2422,3727
2015-01-29,5533,3667
2015-01-30,2208,2984
2015-01-31,4835,2841
2015-02-01,277,703
2015-02-02,6700,8071
2015-02-03,7560,8827
2015-02-04,1926,2259
2015-02-05,933,1315
2015-02-06,5744,5076
2015-02-07,123,171
2015-02-08,399,650
2015-02-09,741,1317
2015-02-10,2744,4764
2015-02-11,1169,1810
2015-02-12,1620,1990
2015-02-13,545,878
2015-02-14,1104,1512
2015-02-15,1031,1389
2015-02-16,960,1655
2015-02-17,488,1256
2015-02-18,595,875
2015-02-19,1838,2561
2015-02-20,1262,1869
2015-02-21,118,216
2015-02-22,677,1289
2015-02-23,78554,79406
2015-02-24,4889,4207
2015-02-25,3025,2581
2015-02-26,159,212
2015-02-27,66,76
2015-02-28,382,460
2015-03-01,149,212
2015-03-02,974,1141
2015-03-03,1036,1272
2015-03-04,1022,1450
2015-03-05,2319,2158
2015-03-06,3179,3772
2015-03-07,44,79
2015-03-08,94,195
2015-03-09,1178,1722
2015-03-10,625,743
2015-03-11,1051,1553
2015-03-12,624,956
2015-03-13,2288,2861
2015-03-14,81,163
2015-03-16,412,724
2015-03-17,753,1122
2015-03-18,700,1045
2015-03-19,490,1030
2015-03-20,1161,1480
2015-03-23,626,1149
2015-03-24,1660,3174
2015-03-25,1027,1763
2015-03-26,4601,5475
2015-03-27,542,624
2015-03-30,1535,1999
2015-03-31,1396,2274
2015-04-01,2717,4050
2015-04-02,1422,1582
2015-04-03,60,86
2015-04-04,454,634
2015-04-05,36504,40580
2015-04-06,581,1006
2015-04-07,1791,2864
2015-04-08,873,1681
2015-04-09,460,978
2015-04-10,536,1024
2015-04-11,2508,4842
2015-04-12,2268,4509
2015-04-13,2004,4055
2015-04-14,326,725
2015-04-15,931,1048
2015-04-16,2780,4081
2015-04-17,1012,1544
2015-04-18,1127,1981
2015-04-19,738,1863
2015-04-20,1938,4557
2015-04-21,10831,16671
2015-04-22,2202,3034
2015-04-23,1336,1770
2015-04-24,546,911
2015-04-25,1914,2978
2015-04-27,969,1305
2015-04-28,17113,19222
2015-04-29,831,1809
2015-04-30,845,1554
2015-05-01,2084,3135
2015-05-02,3210,3819
2015-05-03,1441,2651
2015-05-04,949,1554
2015-05-05,3755,4375
2015-05-06,966,1888
2015-05-07,12294,8876
2015-05-08,3989,4860
2015-05-09,1360,1763
2015-05-10,361,769
2015-05-11,4507,5548
2015-05-12,22427,25548
2015-05-13,6166,8137
2015-05-14,775,1020
2015-05-15,470,965
2015-05-16,882,1836
2015-05-17,137,288
2015-05-18,1428,2329
2015-05-19,2278,3466
2015-05-20,1755,2678
2015-05-21,1762,2821
2015-05-22,1887,3178
2015-05-23,238,605
2015-05-24,15216,19398
2015-05-25,166,357
2015-05-26,2249,3662
2015-05-27,3451,6155
2015-05-28,2518,3951
2015-05-29,2006,4323
2015-05-30,239,423
2015-05-31,2082,3444
2015-06-01,2237,3365
2015-06-02,617,1109
2015-06-03,1101,1554
2015-06-04,665,899
2015-06-05,1957,3093
2015-06-06,310,675
2015-06-07,1136,2168
2015-06-08,174,246
2015-06-09,360,504
2015-06-10,16,24
2015-06-11,703,1071
2015-06-12,1989,3315
2015-06-13,800,1428
2015-06-14,1333,2379
2015-06-15,1067,1894
2015-06-16,20244,28552
2015-06-17,2168,5200
2015-06-18,1014,2428
2015-06-19,5154,9299
2015-06-20,3771,5978
2015-06-21,3118,6556
2015-06-22,5757,12574
2015-06-23,1307,3097
2015-06-24,2366,4300
2015-06-25,8270,15276
2015-06-26,3084,4872
2015-06-27,10302,18220
2015-06-28,4341,9673
2015-06-29,5858,9976
2015-06-30,11271,19071
2015-07-01,8991,13636
2015-07-02,13221,23850
2015-07-03,12105,23803
2015-07-04,12844,23036
2015-07-05,17686,30402
2015-07-06,4127,9558
2015-07-07,6785,13576
2015-07-08,9427,16856
2015-07-09,11189,19620
2015-07-10,5177,9199
2015-07-11,16714,29264
2015-07-12,8881,13364
2015-07-13,32728,45291
2015-07-14,11373,20807
2015-07-15,5699,12127
2015-07-16,22708,38289
2015-07-17,17239,27485
2015-07-18,24680,50471
2015-07-19,11119,21183
2015-07-20,15433,30771
2015-07-21,21703,48551
2015-07-22,14370,30548
2015-07-23,16231,34216
2015-07-24,15999,32848
2015-07-25,8973,20772
2015-07-26,11687,25192
2015-07-27,18429,36768
2015-07-28,22565,40812
2015-07-29,14263,28769
2015-07-30,7254,17643
2015-07-31,4301,10333
2015-08-01,354,846
2015-08-02,5648,8490
2015-08-03,19277,35552
2015-08-04,8188,17439
2015-08-05,13281,29568
2015-08-06,11419,31164
2015-08-07,37211,90514
2015-08-08,22751,49741
2015-08-09,14456,40183
2015-08-10,9798,25432
2015-08-11,41916,54973
2015-08-12,1247,3081
2015-08-13,4696,10668
2015-08-14,1153,3757
2015-08-15,3298,7500
2015-08-16,5807,11002
2015-08-17,16027,25324
2015-08-18,18432,28168
2015-08-19,6092,12248
2015-08-20,16041,30328
2015-08-21,33095,55677
2015-08-22,23960,46614
2015-08-23,10983,21518
2015-08-24,16751,24228
2015-08-25,44944,88298
2015-08-26,5723,12318
2015-08-27,3828,5791
2015-08-28,25273,40630
2015-08-29,9656,19938
2015-08-30,5351,9166
2015-08-31,22708,37541
2015-09-01,32579,62798
2015-09-02,21205,35906
2015-09-03,24473,38245
2015-09-04,9800,15215
2015-09-05,30145,50222
2015-09-06,15162,30147
2015-09-07,26451,42598
2015-09-08,15737,26900
2015-09-09,13589,21637
2015-09-10,9216,17001
2015-09-11,18431,33588
2015-09-12,34855,56365
2015-09-13,8078,15615
2015-09-14,12195,20038
2015-09-15,20120,36568
2015-09-16,16707,34374
2015-09-17,18683,36015
2015-09-18,10836,19049
2015-09-19,31020,59897
2015-09-20,7742,13543
2015-09-21,48177,90325
2015-09-22,35972,68532
2015-09-23,25083,48668
2015-09-24,18662,37103
2015-09-25,19012,33594
2015-09-26,15678,27769
2015-09-27,8562,14686
2015-09-28,26481,45385
2015-09-29,16477,28058
2015-09-30,17966,27926
2015-10-01,11544,21992
2015-10-02,15637,30022
2015-10-03,21029,39184
2015-10-04,30647,53049
2015-10-05,9481,17975
2015-10-06,25942,52154
2015-10-07,24242,43636
2015-10-08,32137,53431
2015-10-09,15843,29320
2015-10-10,21821,45131
2015-10-11,873,2027
2015-10-12,10707,23639
2015-10-13,40271,70911
2015-10-14,121818,302470
2015-10-15,17338,35660
2015-10-16,19891,43276
2015-10-17,18656,34851
2015-10-18,39552,80411
2015-10-19,36186,67747
2015-10-20,9501,19931
2015-10-21,29230,62113
2015-10-22,12774,24834
2015-10-23,4925,10888
2015-10-24,16677,36760
2015-10-25,40326,78470
2015-10-26,18625,36928
2015-10-27,16404,33173
2015-10-28,22573,45458
2015-10-29,44431,95571
2015-10-30,13660,30793
2015-10-31,39550,81240
2015-11-01,21717,41239
2015-11-02,28338,50859
2015-11-03,18137,34156
2015-11-04,13442,28230
2015-11-05,10573,22783
2015-11-06,37981,63537
2015-11-07,26593,53665
2015-11-08,24664,63747
2015-11-09,6962,17008
2015-11-10,23489,53418
2015-11-11,8683,22113
2015-11-12,30498,66352
2015-11-13,28522,62933
2015-11-14,28734,66763
2015-11-15,42141,93587
2015-11-16,53027,107668
2015-11-17,37676,82420
2015-11-18,11626,21552
2015-11-19,33556,75427
2015-11-20,42280,99889
2015-11-21,34004,86006
2015-11-22,46169,97232
2015-11-23,18394,41685
2015-11-24,19122,48958
2015-11-25,12580,33003
2015-11-26,27810,67257
2015-11-27,11251,27434
2015-11-28,12133,31397
2015-11-29,19116,46409
2015-11-30,21272,48346
2015-12-01,17016,38158
2015-12-02,18959,42351
2015-12-03,35302,86692
2015-12-04,16834,41683
2015-12-05,15771,40059
2015-12-06,26416,62251
2015-12-07,77311,176020
2015-12-08,22846,60760
2015-12-09,58066,123970
2015-12-10,61546,131258
2015-12-11,33011,80600
2015-12-12,49879,98254
2015-12-13,38818,97746
2015-12-14,20335,45929
2015-12-15,32016,83278
2015-12-16,39598,107254
2015-12-17,13170,33009
2015-12-18,25669,58515
2015-12-19,20882,48883
2015-12-20,24841,62444
2015-12-21,49619,122720
2015-12-22,23010,66838
2015-12-23,62837,131570
2015-12-24,41262,102717
2015-12-25,37098,110885
2015-12-26,11387,28967
2015-12-27,32200,86018
2015-12-28,22651,61013
2015-12-29,29289,80970
2015-12-30,21320,63190
2015-12-31,21929,67958
2016-01-01,20660,58244
2016-01-02,40691,113267
2016-01-03,37916,93141
2016-01-04,15087,35910
2016-01-05,16656,50369
2016-01-06,28445,73435
2016-01-07,27510,64384
2016-01-08,19763,57055
2016-01-09,14728,44938
2016-01-10,16399,52482
2016-01-11,19972,58242
2016-01-12,13639,44101
2016-01-13,39923,97636
2016-01-14,23288,66191
2016-01-15,11069,30956
2016-01-16,51055,124881
2016-01-17,18690,43058
2016-01-18,9503,26832
2016-01-19,27802,79459
2016-01-20,17684,49912
2016-01-21,17802,50468
2016-01-22,42383,111041
2016-01-23,47994,131983
2016-01-24,23880,71492
2016-01-25,22148,63675
2016-01-26,44564,127979
2016-01-27,37447,106221
2016-01-28,60533,168224
2016-01-29,46019,133222
2016-01-30,40255,110821
2016-01-31,30598,91963
2016-02-01,9299,22923
2016-02-02,33210,120399
2016-02-03,46005,109727
2016-02-04,24783,64855
2016-02-05,14158,43392
2016-02-06,39091,111034
2016-02-07,34009,110979
2016-02-08,32381,83401
2016-02-09,53020,130447
2016-02-10,19823,69790
2016-02-11,31253,89980
2016-02-12,48599,124973
2016-02-13,52305,135834
2016-02-14,60121,178467
2016-02-15,26451,70420
2016-02-16,22591,66320
2016-02-17,79035,138039
2016-02-18,39595,87385
2016-02-19,46275,118935
2016-02-20,47348,124589
2016-02-21,30870,93481
2016-02-22,50024,134150
2016-02-23,53457,153100
2016-02-24,42456,127930
2016-02-25,87553,241779
2016-02-26,75916,231069
2016-02-27,50601,157551
2016-02-28,114149,251010
2016-02-29,47354,123393
2016-03-01,46473,112774
2016-03-02,74927,228379
2016-03-03,96448,293697
2016-03-04,43785,113346
2016-03-05,49381,167032
2016-03-06,43540,138610
2016-03-07,58659,174446
2016-03-08,68063,181730
2016-03-09,43286,140644
2016-03-10,16976,32322
2016-03-11,38756,108691
2016-03-12,111174,273492
2016-03-13,63137,153066
2016-03-14,31166,82956
2016-03-15,93517,244900
2016-03-16,123668,403449
2016-03-17,59835,180542
2016-03-18,69864,206208
2016-03-19,88822,279807
2016-03-20,76145,245164
2016-03-21,4701,15213
2016-03-22,88245,245104
2016-03-23,93051,280830
2016-03-24,135007,389204
2016-03-25,4915,14182
2016-03-26,79409,230856
2016-03-27,41915,127110
2016-03-28,32715,87584
2016-03-29,105780,292533
2016-03-30,33032,91245
2016-03-31,26960,73134
2016-04-01,60282,158107
2016-04-02,39919,122272
2016-04-03,45496,128104
2016-04-04,27538,89994
2016-04-05,45990,111919
2016-04-06,9555,31882
2016-04-07,19685,60706
2016-04-08,48069,132072
2016-04-09,51435,160110
2016-04-10,50001,139323
2016-04-11,45207,123641
2016-04-12,28603,78923
2016-04-13,14689,47100
2016-04-14,27136,75322
2016-04-15,12380,32872
2016-04-16,32565,101386
2016-04-17,48724,142728
2016-04-18,26238,74678
2016-04-19,46882,113990
2016-04-20,50483,153049
2016-04-21,34290,105405
2016-04-22,17488,55051
2016-04-23,38023,108410
2016-04-24,23797,77791
2016-04-25,42703,120059
2016-04-26,62045,174902
2016-04-27,49968,146126
2016-04-28,46432,157812
2016-04-29,53746,152946
2016-04-30,26991,77744
2016-05-01,32726,106658
2016-05-02,53306,154359
2016-05-03,27840,79609
2016-05-04,61113,196606
2016-05-05,106566,179376
2016-05-06,67597,199168
2016-05-07,65456,191377
2016-05-08,23231,78980
2016-05-09,54839,168622
2016-05-10,57806,168402
2016-05-11,72642,223537
2016-05-12,11069,38553
2016-05-13,17244,49475
2016-05-14,27394,77424
2016-05-15,53520,163081
2016-05-16,46780,129434
2016-05-17,86291,249987
2016-05-18,99839,349960
2016-05-19,31140,94935
2016-05-20,51711,148566
2016-05-21,76858,210248
2016-05-22,85407,186687
2016-05-23,26901,72832
2016-05-24,47755,138826
2016-05-25,59433,190180
2016-05-26,31175,97680
2016-05-27,22020,72037
2016-05-28,68694,211853
2016-05-29,21798,67042
2016-05-30,62866,211112
2016-05-31,19978,69665
2016-06-01,28752,92877
2016-06-02,69361,219701
2016-06-03,70497,206718
2016-06-04,57033,141869
2016-06-05,15090,44694
2016-06-06,57379,161536
2016-06-07,14148,37479
2016-06-08,58932,188020
2016-06-09,219785,500915
2016-06-10,88354,216417
2016-06-11,38122,122912
2016-06-12,161214,443596
2016-06-13,67903,192797
2016-06-14,74822,181786
2016-06-15,39779,122824
2016-06-16,22985,67484
2016-06-17,37358,114902
2016-06-18,26317,88618
2016-06-19,35530,105225
2016-06-20,11317,43729
2016-06-21,103860,258242
2016-06-22,39246,100242
2016-06-23,80035,214609
2016-06-24,85295,245345
2016-06-25,29134,97580
2016-06-26,70013,212096
2016-06-27,58754,176962
2016-06-28,53560,156268
2016-06-29,35434,110614
2016-06-30,49715,144737
2016-07-01,53470,149920
2016-07-02,83089,226193
2016-07-03,52874,155339
2016-07-04,60118,183528
2016-07-05,93462,233896
2016-07-06,95008,280162
2016-07-07,43784,129963
2016-07-08,64372,204426
2016-07-09,24203,74288
2016-07-10,42543,132815
2016-07-11,18286,56406
2016-07-12,124219,296587
2016-07-13,46032,136584
2016-07-14,77765,243567
2016-07-15,96423,268793
2016-07-16,45588,157873
2016-07-17,122377,384940
2016-07-18,20209,77082
2016-07-19,39568,136116
2016-07-20,172099,494056
2016-07-21,120478,443080
2016-07-22,41396,162724
2016-07-23,127874,363674
2016-07-24,119865,369081
2016-07-25,191792,619889
2016-07-26,133638,426166
2016-07-27,205798,647172
2016-07-28,120985,351156
2016-07-29,261044,747190
2016-07-30,166013,485835
2016-07-31,109816,347699
2016-08-01,126788,367932
2016-08-02,173516,446033
2016-08-03,39563,125223
2016-08-04,39025,131270
2016-08-05,68792,189632
2016-08-06,86899,249741
2016-08-07,56983,173808
2016-08-08,21419,66085
2016-08-09,85678,257881
2016-08-10,90339,255262
2016-08-11,52245,149253
2016-08-12,80147,237878
2016-08-13,49077,167507
2016-08-14,80645,243319
2016-08-15,59477,157841
2016-08-16,14409,33147
2016-08-17,66841,182846
2016-08-18,46703,104292
2016-08-19,43894,152597
2016-08-20,65944,175289
2016-08-21,34460,118435
2016-08-22,72729,217845
2016-08-23,71537,212689
2016-08-24,40161,128407
2016-08-25,76847,232910
2016-08-26,114594,279296
2016-08-27,72058,212839
2016-08-28,29679,79268
2016-08-29,95528,267040
2016-08-30,42625,119177
2016-08-31,40838,116965
2016-09-01,123529,321272
2016-09-02,31065,102223
2016-09-03,55357,154301
2016-09-04,18667,59304
2016-09-05,103371,301824
2016-09-06,76410,221926
2016-09-07,39120,119823
2016-09-08,79681,253060
2016-09-09,66594,186213
2016-09-10,90629,284995
2016-09-11,29285,83931
2016-09-12,12578,49350
2016-09-13,25167,90735
2016-09-14,84151,230095
2016-09-15,49725,164310
2016-09-16,45936,143789
2016-09-17,75478,233110
2016-09-18,39425,132930
2016-09-19,81279,225672
2016-09-20,84405,248853
2016-09-21,48073,139173
2016-09-22,26480,88450
2016-09-23,43815,111882
2016-09-24,62900,162535
2016-09-25,36695,116912
2016-09-26,33317,103073
2016-09-27,429580,1047878
2016-09-28,52401,147190
2016-09-29,53010,139548
2016-09-30,178098,422196
2016-10-01,72453,184019
2016-10-02,62471,169004
2016-10-03,22329,55405
2016-10-04,40198,99421
2016-10-05,301625,952366
2016-10-06,120569,282165
2016-10-07,32019,86215
2016-10-08,96696,245727
2016-10-09,122439,304792
2016-10-10,428192,1069569
2016-10-11,231170,534175
2016-10-12,128409,290518
2016-10-13,67729,178408
2016-10-14,81976,202180
2016-10-15,146467,366070
2016-10-16,220154,507245
2016-10-17,230566,491900
2016-10-18,203156,389212
2016-10-19,159837,296393
2016-10-20,605749,1304033
2016-10-21,77813,165427
2016-10-22,206057,438928
2016-10-23,140449,291048
2016-10-24,214006,438958
2016-10-25,187489,378952
2016-10-26,87457,195012
2016-10-27,132043,270875
2016-10-28,132583,305050
2016-10-29,100654,266419
2016-10-30,102337,250915
2016-10-31,98407,223693
2016-11-01,156086,347479
2016-11-02,175048,436401
2016-11-03,121526,327913
2016-11-04,86634,207495
2016-11-05,160272,370037
2016-11-06,50496,140047
2016-11-07,149655,403055
2016-11-08,494007,1138748
2016-11-09,247626,790107
2016-11-10,38747,149631
2016-11-11,204825,873227
2016-11-12,44926,176617
2016-11-13,153029,733371
2016-11-15,73962,267648
2016-11-16,111195,414188
2016-11-17,17977,84351
2016-11-18,89099,357196
2016-11-19,90030,371958
2016-11-20,74698,330773
2016-11-22,161947,633549
2016-11-23,23655,117405
2016-11-24,109110,435662
2016-11-26,82268,181203
2016-11-27,196494,726712
2016-11-28,58585,220270
2016-11-29,175838,642695
2016-11-30,131766,537976
2016-12-01,33891,193541
2016-12-02,14770,63494
2016-12-03,91755,358906
2016-12-04,139303,558824
2016-12-05,55618,217812
2016-12-06,95648,350932
2016-12-07,32085,151027
2016-12-08,42905,194756
2016-12-09,25224,104763
2016-12-10,76228,311150
2016-12-11,34883,185904
2016-12-12,82699,305074
2016-12-13,118634,477465
2016-12-14,20036,87291
2016-12-15,66445,259530
2016-12-16,56386,212473
2016-12-17,44084,187107
2016-12-18,56465,221639
2016-12-20,139861,564546
2016-12-21,40915,177073
2016-12-22,65922,268191
2016-12-23,109398,389459
2016-12-24,74599,295915
2016-12-25,76961,318956
2016-12-26,37181,146339
2016-12-27,72289,319724
2016-12-28,108588,411441
2016-12-29,9469,39306
2016-12-30,54624,177034
2016-12-31,129123,363453
2017-01-01,28278,113734
2017-01-02,62294,274558
2017-01-03,148811,592338
2017-01-04,144006,569715
2017-01-05,90313,370903
2017-01-06,158405,636856
2017-01-07,106922,453825
2017-01-08,69781,305212
2017-01-09,147132,640802
2017-01-10,48446,201516
2017-01-11,126331,451989
2017-01-12,110216,480512
2017-01-13,115809,551294
2017-01-14,48010,204486
2017-01-15,134774,641202
2017-01-16,53868,234624
2017-01-17,141725,694287
2017-01-18,88534,505720
2017-01-19,127853,691523
2017-01-20,365074,1691506
2017-01-21,65710,424536
2017-01-22,165597,862855
2017-01-23,23078,160287
2017-01-24,74683,446020
2017-01-25,204627,991265
2017-01-26,136428,699253
2017-01-27,149113,784183
2017-01-28,96276,547717
2017-01-29,168222,737295
2017-01-30,210440,1082564
2017-01-31,83399,407986
2017-02-01,101049,591532
2017-02-02,195768,912477
2017-02-03,178074,783876
2017-02-04,270756,1317638
2017-02-05,129218,684507
2017-02-06,129667,578967
2017-02-07,107443,522370
2017-02-08,205488,1000158
2017-02-09,101778,565380
2017-02-10,91920,383736
2017-02-11,105250,563007
2017-02-12,183744,1067105
2017-02-13,34957,219156
2017-02-14,78012,407892
2017-02-15,175689,779238
2017-02-16,145081,599178
2017-02-17,129622,654528
2017-02-18,76884,448358
2017-02-19,22283,98758
2017-02-20,84983,436647
2017-02-21,33820,178601
2017-02-22,46114,278267
2017-02-23,9018,49868
2017-02-24,86273,452437
2017-02-25,175837,773572
2017-02-26,68734,365766
2017-02-27,25680,142211
2017-02-28,9478,73730
2017-03-01,37853,269220
2017-03-02,32093,157137
2017-03-03,239010,997646
2017-03-04,259305,814515
2017-03-05,78846,349271
2017-03-06,32042,166447
2017-03-07,155293,776837
2017-03-08,64675,357511
2017-03-09,56870,286460
2017-03-10,16370,88110
2017-03-11,14108,92558
2017-03-13,51334,280981
2017-03-14,31326,143304
2017-03-15,101341,481643
2017-03-16,78761,435434
2017-03-17,44460,224672
2017-03-18,34017,159273
2017-03-19,6303,32158
2017-03-20,90434,436052
2017-03-21,52688,272956
2017-03-22,11153,79897
2017-03-23,76515,396071
2017-03-24,50487,254118
2017-03-25,58046,302529
2017-03-26,13148,56489
2017-03-27,18095,95774
2017-03-28,113820,519019
2017-03-29,60072,264671
2017-03-30,63081,302064
2017-03-31,100473,484714
2017-04-01,81365,340023
2017-04-02,55267,255783
2017-04-03,131049,553071
2017-04-04,23019,120575
2017-04-05,11266,60109
2017-04-06,28925,128473
2017-04-08,63864,368260
2017-04-09,22011,118785
2017-04-10,25798,135179
2017-04-11,93477,362475
2017-04-12,41948,228749
2017-04-13,107136,532307
2017-04-14,5964,29570
2017-04-16,91910,468435
2017-04-17,66882,296663
2017-04-18,91323,423919
2017-04-19,45742,221854
2017-04-20,40163,194206
2017-04-21,56773,254972
2017-04-22,77742,408003
2017-04-23,74780,358801
2017-04-24,50491,255210
2017-04-25,46201,208742
2017-04-26,79763,371792
2017-04-27,138868,621640
2017-04-28,22605,113175
2017-04-29,62089,292536
2017-04-30,58782,298781
2017-05-01,12922,65099
2017-05-02,41530,185672
2017-05-03,40046,180162
2017-05-04,84239,381778
2017-05-05,65660,326072
2017-05-06,34515,176860
2017-05-07,55133,241136
2017-05-08,53939,225728
2017-05-09,66746,295733
2017-05-10,140480,571277
2017-05-11,116129,392451
2017-05-12,143527,604084
2017-05-13,29051,145541
2017-05-14,18504,120495
2017-05-15,9554,48875
2017-05-16,91172,382537
2017-05-17,11517,61535
2017-05-18,56785,201122
2017-05-19,36619,191732
2017-05-20,71967,178903
2017-05-21,25175,93740
2017-05-22,11616,59912
2017-05-23,73470,347799
2017-05-24,31236,151175
2017-05-25,23849,109773
2017-05-26,57172,289975
2017-05-27,71257,356327
2017-05-28,88274,435327
2017-05-29,127371,600735
2017-05-30,54487,222253
2017-05-31,178618,671746
2017-06-01,66797,285585
2017-06-02,73651,297295
2017-06-03,10431,46127
2017-06-04,258353,896799
2017-06-05,121152,521064
2017-06-06,185369,639479
2017-06-07,70576,333363
2017-06-09,81059,363386
2017-06-10,53686,235379
2017-06-11,82968,346935
2017-06-12,74933,377203
2017-06-13,125963,540689
2017-06-14,74529,378244
2017-06-15,183599,689603
2017-06-16,137317,579246
2017-06-17,51701,246866
2017-06-18,67986,356033
2017-06-19,76719,325674
2017-06-20,93705,395376
2017-06-21,119295,576504
2017-06-22,155158,689031
2017-06-23,127452,582245
2017-06-24,136651,533859
2017-06-25,22363,92853
2017-06-26,127204,542236
2017-06-27,118477,469578
2017-06-28,114576,535987
2017-06-29,142649,622993
2017-06-30,159386,700791
2017-07-01,146565,624744
2017-07-02,470752,1205247
2017-07-03,189122,868318
2017-07-04,141120,597403
2017-07-05,96376,467670
2017-07-06,106579,441795
2017-07-07,119561,545737
2017-07-08,82475,404457
2017-07-09,199689,871549
2017-07-10,98686,438863
2017-07-11,83662,400172
2017-07-12,154228,697907
2017-07-13,107404,496058
2017-07-14,87652,467408
2017-07-15,120084,638992
2017-07-16,121410,600392
2017-07-17,36587,210969
