Word,Occurance,Type-of-word
jerihyatt,2,NN
trumphiant2016,2,JJ
ballabon,2,NN
lancecombrink,2,NN
patrickstinard,2,NN
criteria,2,NNS
gotmade,2,NN
stirewalt,2,NN
tankers,2,NNS
marcthiessen,2,JJ
reduces,2,NNS
voluntarily,2,JJ
exception,2,NN
grt,2,NNS
automakers,2,NNS
rapes,2,NNS
repswalwell,2,NN
b2,2,NN
conclusions,2,NNS
bakr,2,JJ
speakership,2,NN
latino,2,NN
kate’s,2,NN
sundarpichai,2,NN
saintpetersblog,2,NN
henchman,2,JJ
theratzpack,2,NN
julessiscoe,2,NN
depot,2,NN
unimpeded,2,JJ
httpwwwfacebookcomsertamattress,2,NN
julius,2,NN
bandon,2,JJ
showtrial,2,JJ
hotcakes,2,NNS
rushlimbaugheib,2,JJ
solidify,2,NN
hamishjoy,2,NN
divisions,2,NNS
messy,2,JJ
brainer,2,NN
prizes,2,NNS
jj,2,NN
electronics,2,NNS
terrymoran,2,JJ
karen05866992,2,NN
freerocky,2,JJ
russias,2,NN
rivals,2,NNS
smollett,2,JJ
welland,2,NN
httpwwwtrumpcomgolfclubswestchesterwestchesterasp,2,NN
rfscottga,2,NN
pattyds50,2,JJ
pension,2,NN
boondoggle,2,NN
svingali,2,NN
justice41ca,2,NN
unusable,2,JJ
glendabelle11,2,NN
mccarthy’s,2,NN
johnmccain,2,NN
bent,2,JJ
miketysons,2,NNS
requirement,2,JJ
therealbigdt,2,NN
apparatus,2,NN
anguilla,2,NN
ginaandersonrn,2,NN
disraeli,2,JJ
darcy027027,2,NN
trainwreck,2,NN
affiliate,2,NN
antisemite,2,JJ
hayes,2,NNS
morgenthau,2,NN
irisodle,2,JJ
outsourcer,2,JJ
censure,2,NN
pictwittercomp5imhmjqs1,2,NN
lions,2,NNS
usatopinion,2,NN
vernon,2,NN
whiner,2,NN
seanspicer,2,JJ
valenti317,2,NN
reams,2,NNS
unspeakable,2,JJ
defeats,2,NNS
thewtftahoe,2,NN
casuperrunner,2,NN
rickcanton,2,NN
upended,2,JJ
tperkins,2,NNS
compromise,2,NN
jpm05880,2,NN
mathew,2,NN
saints,2,NNS
httplarrykingliveblogscnncom,2,JJ
teampenske,2,NN
bfgbobgrant,2,NN
borderwall,2,NN
heytana,2,NN
caldwell,2,NN
pictwittercomdnfxkc8uug,2,NN
labels,2,NNS
nytpolitics,2,NNS
wisconsins,2,NNS
adelson,2,JJ
diversionary,2,JJ
staffer,2,NN
permissible,2,JJ
elvinichols,2,NNS
ashleyrparker,2,NN
httpbitlyoe1n9k,2,JJ
tulsi,2,NN
httpswwwdonaldjtrumpcomralliesaprgbwi2019,2,NN
gabbard,2,NN
cdt,2,NN
moodys,2,NN
pictwittercomknvqf6jdil,2,NN
iamtyler,2,NN
energizer,2,NN
resch,2,NN
httpwwwtrumpcomhotelcollectiontrumpsohotrumpsohoasp,2,NN
giuseppe,2,NN
intern,2,JJ
mubarek,2,NN
crazies,2,NNS
trumprallydallas,2,NNS
swalwell,2,NN
kurtz,2,NN
jasonchaffetz,2,NN
aliceengle3,2,NN
trumpiowa,2,NN
ocasiocortez,2,NN
unitedcitizen01,2,JJ
conte,2,NN
ukrainians,2,NNS
wayso,2,JJ
tpusa,2,NN
horseshort,2,NN
mimisaulino,2,NN
gregabbotttx,2,JJ
recreation,2,NN
rode,2,NN
registers,2,NNS
conjunction,2,NN
giftshttppremierecollectiblescomcrippledamerica,2,NN
explorers,2,NNS
greek,2,JJ
embargo,2,NN
po,2,NN
enact,2,NN
amazon’s,2,JJ
insufficient,2,JJ
subsequent,2,JJ
tap,2,NN
solyndras,2,NNS
masa,2,JJ
httpbitly2gzjwzumichigan,2,JJ
httpbitlyberpv9,2,NN
varadkar,2,NN
listing,2,NN
importation,2,NN
examination,2,NN
jurisdictions,2,NNS
tarkanian,2,JJ
insured,2,JJ
heller,2,NN
dts,2,NN
slim,2,JJ
procedure,2,JJ
httpbitly2gzxu8onorthcarolina,2,NN
avp,2,NN
enlightenment,2,NN
koran,2,NN
freddie,2,JJ
fannie,2,NN
egypts,2,NNS
placethe,2,JJ
doe,2,NN
precision,2,NN
aipac,2,JJ
finalists,2,NNS
inaccessible,2,JJ
impersonation,2,NN
ip,2,NN
treasurer,2,NN
http45whgovrtvrmd,2,NN
rexnord,2,NN
congratulatory,2,NN
defiant,2,JJ
ricketts,2,NN
inadequate,2,JJ
elaine,2,NN
afghani,2,NN
predecessor,2,NN
somali,2,JJ
transportation,2,NN
atrocity,2,NN
fourstar,2,NN
cobb,2,NN
lawenforcementappreciationday,2,JJ
meddle,2,JJ
disregard,2,NN
aetna,2,NN
hj,2,NN
usedgov,2,JJ
basics,2,NNS
outlines,2,NNS
tonightill,2,JJ
alwaleedbint,2,NN
reflective,2,NN
successor,2,NN
shinzō,2,NN
ambitions,2,NNS
spotlight,2,JJ
catchandrelease,2,NN
uscs,2,JJ
mtgs,2,NN
mortgages,2,NNS
secures,2,NNS
nasas,2,FW
passthebill,2,FW
mediathe,2,FW
whereupon,2,NN
brazen,2,NN
inconsiderate,2,NN
perez,2,NN
schlapp,2,NN
welcomes,2,NNS
llbean,2,JJ
inaugurationday,2,NN
weaken,2,JJ
tent,2,NN
agony,2,JJ
imbalance,2,NN
accusation,2,NN
chart,2,NN
http45whgovsteelaluminumremarks,2,NNS
unverifiable,2,JJ
saccone4pa18,2,JJ
railroad,2,NN
joyvbehar,2,NN
criminality,2,NN
davidmuir,2,NN
abcworldnews,2,NNS
retreat,2,NN
educators,2,NNS
owens,2,NNS
anarchists,2,NNS
accumulation,2,NN
electionnight,2,NN
wilkesbarrescranton,2,NN
hillaryclinton’s,2,NN
alicia,2,NN
hershe,2,NN
historyand,2,NN
shatter,2,NN
httpswwwdonaldjtrumpcomscheduleregistercouncilbluffsia3,2,NN
pivot,2,NN
httpswwwdonaldjtrumpcompressreleaseshillaryclintonistheonlycandidateonstagetovoteforiraqwar,2,JJ
liu,2,JJ
steep,2,JJ
outcomes,2,NNS
pueblo,2,JJ
childcare,2,NN
ignoramus,2,JJ
creators,2,NNS
deadlines,2,NNS
buster,2,NN
contests,2,NNS
thinkers,2,NNS
httpswwwdonaldjtrumpcomscheduleregisterrenonv2,2,JJ
awol,2,NN
pharmacy,2,NN
spill,2,JJ
exaggeration,2,NN
abrupt,2,JJ
maureen,2,JJ
httpswwwdonaldjtrumpcomscheduleregisterscrantonpa2,2,NN
clarence,2,NN
expenditure,2,NN
httpswwwdonaldjtrumpcomscheduleregisterpensacolafl1,2,NN
americanlegion,2,NN
nieto,2,NN
innercities,2,NNS
autoworkers,2,NNS
automatic,2,JJ
everett,2,NN
dwyane,2,NN
overdoses,2,NNS
statistics,2,NNS
defies,2,NNS
jaein,2,NN
canton,2,NN
httpswwwdonaldjtrumpcomscheduleregisterdesmoinesia3,2,NN
intellectuals,2,NNS
asahutchinson,2,NN
atrocities,2,NNS
genflynn,2,NN
martintruexjr,2,NN
unfriendly,2,JJ
legion,2,NN
laborday,2,NN
andypuzder,2,RP
realmeatloaf,2,NNS
httpswwwdonaldjtrumpcomscheduleregisterphoenixaz3,2,JJ
httpswwwdonaldjtrumpcomscheduleregistercedarrapidsia4,2,NN
sniper,2,NN
dca,2,NN
httpswwwdonaldjtrumpcomscheduleregistergrandrapidsmi2,2,NN
deputies,2,NNS
pbi,2,JJ
foundation’s,2,NN
httpswwwdonaldjtrumpcomscheduleregisternaplesfl,2,NN
albuquerque,2,NN
httpswwwdonaldjtrumpcomscheduleregisterwarrenmi1,2,NN
greatbest,2,JJS
brzezinski,2,NN
httpswwwdonaldjtrumpcomscheduleregisterdenverco3,2,NN
httpbitly2fmjnrmhersheypa,2,NN
httpswwwfacebookcomdonaldtrumpposts10158057072840725,2,NN
httpswwwdonaldjtrumpcomscheduleregisterwilmingtonoh1,2,JJ
darrellissa,2,NN
miami•12pm,2,NN
httpswwwdonaldjtrumpcomscheduleregisterpensacolafl3,2,NN
pensacola•7pm,2,NN
httpswwwdonaldjtrumpcomscheduleregisterorlandofl1,2,NN
orlando•4pm,2,NN
httpswwwdonaldjtrumpcomscheduleregistermiamifl3,2,NN
inches,2,NNS
cybersecurity,2,NN
vi,2,NN
knights,2,NNS
thiel,2,JJ
httpswwwdonaldjtrumpcomscheduleregistercoloradospringsco4,2,JJ
freshman,2,NN
madeup,2,NN
finland,2,NN
oppressive,2,JJ
anticatholic,2,JJ
campaign’s,2,NN
httpswwwdonaldjtrumpcomscheduleregisterbangorme1,2,NN
clifford,2,NN
shackles,2,NNS
woes,2,NNS
yorks,2,NNS
md,2,FW
brigitte,2,NN
agitators,2,NNS
canard,2,JJ
scotus,2,NN
securityno,2,NN
brazilian,2,JJ
georgetakei,2,NN
buckeye,2,NN
fletcher,2,JJ
kurt,2,NN
cochran,2,NN
generel,2,NN
wone,2,NN
ushistory,2,JJ
simplify,2,JJ
admiration,2,NN
huntington,2,NN
sadness,2,NN
innovators,2,NNS
bailouts,2,NNS
rx,2,JJ
reconciliation,2,NN
rok,2,NN
yokota,2,NN
delegations,2,NNS
craziness,2,NN
ussjohnsmccain,2,JJ
classify,2,NN
protective,2,JJ
nycmayor,2,NN
monuments,2,NNS
billionyr,2,JJ
httpswwwdonaldjtrumpcomralliesphoenixaz,2,NN
heyer,2,NN
badratings,2,NNS
militaryveterans,2,NNS
apec2017,2,JJ
qtr,2,NN
comeys,2,NNS
flakey,2,JJ
anemic,2,JJ
ussarizona,2,NN
ucla,2,JJ
recordhigh,2,JJ
delete,2,JJ
bastilleday,2,NN
simpler,2,NN
andrewbreitbart,2,JJ
indopacific,2,NN
kushner,2,NN
costco,2,NN
westbury,2,NN
transgender,2,NN
consultation,2,NN
protectionist,2,NN
sincerest,2,JJS
fairer,2,NN
apec,2,NN
aseansummit,2,NN
jobsborder,2,NN
ussgeraldrford,2,JJ
flattery,2,NN
bails,2,NNS
modernization,2,NN
celebrates,2,NNS
recognizable,2,JJ
regime’s,2,NN
participants,2,NNS
ghani,2,JJ
liberties,2,NNS
alexis,2,NN
tsipras,2,NNS
antonioguterres,2,NNS
huntsville,2,JJ
leagues,2,NNS
diversity,2,NN
metropolitan,2,JJ
rossello,2,NN
barney,2,NN
jonhuntsmans,2,NNS
brokaw,2,NN
americanselect,2,NN
usvi,2,JJ
puertorico,2,NN
standforouranthem,2,NN
usairforce,2,JJ
proactive,2,NN
jfkfiles,2,NNS
chairwoman,2,JJ
sack,2,NN
rainfall,2,NN
mph,2,NN
prototypes,2,NNS
doings,2,NNS
somber,2,JJ
secshulkin,2,JJ
jbanafw,2,NN
leos,2,NN
protester,2,NN
repkevincramer,2,JJR
iowas,2,NN
milestones,2,NNS
churches,2,NNS
httpbitlytktwvj,2,JJ
fences,2,NNS
leisure’s,2,JJ
onceinageneration,2,NN
wwi,2,JJ
repealandreplace,2,NN
nationaldayofprayer,2,NN
httpc21inc21sbapp,2,JJ
commercegov,2,JJ
neilcavuto,2,NN
mauriciomacri,2,NN
designations,2,NNS
detainees,2,NNS
alum,2,JJ
commands,2,NNS
surveil,2,JJ
eyed,2,JJ
redesignates,2,NNS
congressmen,2,NNS
recep,2,NN
methods,2,NNS
policeweek,2,JJ
misrepresentations,2,NNS
conquests,2,NNS
regulators,2,NNS
bashes,2,NNS
indignant,2,JJ
frustration,2,NN
possess,2,NN
theatre,2,JJ
russiatrump,2,NN
haitians,2,NNS
disinformation,2,NN
hhsgov,2,NN
gingrich,2,NN
wef,2,JJ
custom,2,NN
raullabrador,2,NN
jimjordan,2,NN
dossierthe,2,NN
bowsand,2,NN
medalofhonorday,2,NN
charter,2,NN
pleads,2,NNS
robertgbeckel,2,JJ
durbin,2,NN
elevation,2,NN
trumpqanda,2,NN
againand,2,NN
secretaries,2,NNS
estes,2,NNS
nabtu2017,2,JJ
stink,2,NN
cannon,2,NN
secondlady,2,JJ
longstanding,2,JJ
tayyip,2,JJ
riyadhsummit,2,NN
potusabroad,2,NN
battlefields,2,NNS
tatters,2,NNS
amazonwashingtonpost,2,NN
pauses,2,NNS
ffc,2,JJ
helmet,2,NN
rafters,2,NNS
daveweigel,2,NN
jeh,2,NN
facelift,2,NN
senorrinhatch,2,NN
presidentruvi,2,NN
semper,2,NN
tower11,2,NN
nominees,2,NNS
realities,2,NNS
secretaryperry,2,NN
happyindependenceday,2,NN
fraudnewscnn,2,JJ
cusp,2,NN
unlock,2,NN
poroshenko,2,NN
petro,2,NN
bizarre,2,JJ
credo,2,NN
sadiq,2,NN
barrels,2,NNS
repeals,2,NNS
alarmed,2,JJ
http45whgovhfpd8j,2,JJ
ideological,2,JJ
‘universal,2,NN
values’,2,NNS
‘american,2,JJ
sulzberger,2,JJR
asman,2,NN
welfares,2,NNS
senategop,2,JJ
dupont,2,NN
quantico,2,NN
proposals,2,NNS
pioneers,2,NNS
newtgingrichs,2,JJ
fo,2,NN
gillibrand,2,NN
selfdefense,2,NN
preventable,2,JJ
reinstated,2,JJ
informants,2,NNS
arrangements,2,NNS
umass,2,NN
rubiocruz,2,JJ
plymouth,2,NN
georgetown,2,JJ
panhandle,2,JJ
tucker,2,NN
chip,2,NN
christi,2,JJ
misdemeanor,2,NN
restorereality,2,NN
longshot,2,NN
dna,2,JJ
cherokee,2,NN
okeechobee,2,NN
vis,2,FW
dubuque,2,NN
squawkboxcnbc,2,NN
lindseygraham,2,NN
jason2cd,2,NN
invisible,2,JJ
jimhagedornmn,2,NN
screamers,2,NNS
cheater,2,NN
dwts,2,NN
smartone,2,NN
httpreadygov,2,NN
ink,2,NN
outand,2,NN
httpwwwdonaldjtrumpcomnewhampshire,2,NN
mercer,2,NN
nhldevils,2,NNS
sachsciti,2,JJ
stacey,2,NN
abrams,2,NNS
barracks,2,NNS
laurencetribe,2,JJ
lightweights,2,NNS
banker,2,NN
bigop1,2,JJ
unifying,2,JJ
ericcantor,2,NN
noamscheiber,2,NN
revenues,2,NNS
cretar,2,JJ
minors,2,NNS
gamble,2,JJ
headway,2,NN
disappointment,2,JJ
crusade4honesty,2,JJ
jdenino1,2,NN
maryann1942,2,NN
snoozinglion1,2,NN
mattformontana,2,NN
definite,2,JJ
httpswwwfacebookcomdonaldtrumpvideos10156659139295725,2,JJ
placement,2,NN
crossroadsgps,2,NN
httpbitlypwggsq,2,NN
senatorsessions,2,NNS
vehicle,2,NN
declassification,2,NN
trump2016httpswwweventbritecomedonaldjtrumpincolumbusohtickets22295028029,2,JJ
httpswwwdonaldjtrumpcomralliesmontanasep2018,2,JJ
alwaystrump,2,NN
ronniememo,2,NN
minus,2,NN
barrage,2,NN
saracarterdc,2,NN
derekjeter,2,NN
southerner,2,NN
cal,2,JJ
potatoes,2,NNS
sneaky,2,NN
underhanded,2,JJ
partisans,2,NNS
nevertrump,2,JJ
supersaturday,2,NN
alassad,2,JJ
kessler,2,NN
nhcatlantic,2,JJ
blah,2,NN
guangcheng,2,NN
contrast,2,NN
lisalampanellis,2,JJ
hurricaneflorence,2,NN
aubrey,2,NN
jojo2foxy,2,JJ
biological,2,JJ
andrzej,2,NN
vogelsong1,2,JJ
duda,2,NN
httpswwwfemagovhurricaneflorence,2,NN
floridians,2,NNS
blackan,2,JJ
phenomenon,2,NN
counterterrorism,2,NN
regan,2,JJ
retaliation,2,NN
hispanicamerican,2,JJ
format,2,NN
robertson,2,NN
romneywho,2,NN
texan,2,JJ
gag,2,NN
amanda,2,NN
pawn,2,NN
someone’s,2,NN
vicente,2,NN
morg25016893,2,NN
cleanup,2,NN
resource,2,NN
wthis,2,NN
jpmorgan2016,2,NN
flunkies,2,NNS
tata,2,JJ
campanella,2,NN
schnoepoe,2,NN
seperation,2,NN
infiltrate,2,NN
tinahillstrom1,2,NN
believers,2,NNS
dynamics,2,NNS
trumponomics,2,NNS
preference,2,NN
ronna,2,NN
trumpusa16,2,JJ
indications,2,NNS
img,2,JJ
therealryder,2,NN
activism,2,NN
jams,2,NNS
falsify,2,JJ
melindadc,2,NN
passports,2,NNS
httppolitico5nba2y,2,JJ
ustreasury,2,NN
blaze,2,NN
amendmentand,2,NN
tamara,2,NN
tulsa,2,NN
primetime,2,NN
anton,2,NN
shelter,2,NN
taxation,2,NN
jeffbezos,2,NN
antiusa,2,NN
odd,2,JJ
drtweedy,2,NN
davenport,2,JJ
overrode,2,NN
misstatements,2,NNS
golsteyn,2,JJ
pearlharbor,2,NN
abdullah,2,NN
keeblerqueen,2,JJ
lopezobrador,2,NN
miracles,2,NNS
unleashes,2,NNS
fatherinlaw,2,NN
httpmailcom,2,NN
polluters,2,NNS
outlays,2,NNS
michaelurso2,2,JJ
polltrump,2,NN
vegasusa11,2,NN
disavow,2,NN
booklet,2,NN
schitt,2,NN
penchant,2,NN
dphilbs,2,NN
nonunion,2,NN
denver4va,2,NN
carol,2,NN
beckerberta,2,NN
pearlbrendan,2,NN
longtalltexan20,2,JJ
braun4indiana,2,NN
cbp,2,NN
samuelljackson,2,NN
troyconway,2,NN
holders,2,NNS
questionable,2,JJ
sexism,2,NN
custody,2,NN
neighbor,2,NN
units,2,NNS
derekhough,2,JJ
innings,2,NNS
hostility,2,NN
bolsonaro,2,NN
antibusiness,2,NN
bonfiredesigns,2,NNS
eligibility,2,NN
erase,2,NN
klein,2,NN
bankers,2,NNS
bodyguards,2,NNS
distortion,2,NN
cac8438,2,NN
davidasmanfox,2,NN
phoner,2,NN
whope,2,NN
headaches,2,NNS
heroism,2,NN
halliejackson,2,JJ
literary,2,JJ
circle,2,NN
ihatematt,2,JJ
inflammatory,2,NN
deplore,2,NN
jimvitari,2,NN
waltz,2,JJ
trumpornobody2016,2,JJ
claudia,2,NN
cohens,2,NNS
dougducey,2,JJ
scottforflorida,2,NN
chers,2,NNS
sinema,2,JJ
ddpick18,2,NN
fog,2,NN
uncertain,2,JJ
govkasich,2,JJ
tue,2,NN
speakers,2,NNS
cramer,2,JJ
depict,2,NN
marcelo,2,NN
servants,2,NNS
anarchy,2,JJ
prowall,2,JJ
shady,2,JJ
approx,2,NN
hid,2,NNS
horrors,2,NNS
overtaxed,2,JJ
vest,2,JJS
roby,2,NN
quicken,2,NN
makeamericaworkagain,2,NN
mockery,2,JJ
bader,2,NN
breach,2,NN
upholds,2,NNS
boards,2,NNS
rightful,2,JJ
maralagohttpbitlyhm7wia,2,NN
newsroom,2,NN
govbrewer,2,NN
brazielcarol,2,NN
httpbitly24cqaabvirginia,2,NN
httpbitly1umazxeatlanta,2,JJ
contd,2,NN
lordandtaylor,2,NN
withstand,2,NN
httpswwwdonaldjtrumpcomscheduleregisterhoustontx,2,NN
aviv,2,JJ
delinquent,2,JJ
tel,2,NN
erratic,2,JJ
countries’,2,NN
europe’s,2,NN
httpswwwfacebookcomdonaldtrumpposts10157169523180725,2,NN
djohnsonpga,2,NN
uncontrollable,2,JJ
greenbrier,2,NN
businessthe,2,NN
unrelenting,2,JJ
infestation,2,NN
privacy,2,NN
irregularities,2,NNS
undermines,2,JJ
buffets,2,NNS
threatens,2,NNS
obamaclinton,2,NN
globeandmail,2,NN
secnielsen,2,NN
senatorfischer,2,JJR
elsolarverde,2,NN
strangewhy,2,JJ
broader,2,JJR
aretha,2,NN
raids,2,NNS
reploubarletta,2,NN
nfib,2,JJ
circuits,2,NNS
mansions,2,NNS
vpbiden,2,JJ
betrayal,2,NN
implying,2,NN
arlingtonnatl,2,NN
bronze,2,JJ
nigelfarage,2,NN
buildthewall,2,NN
gubernatorial,2,JJ
repdandonovan,2,NN
recusal,2,NN
shl,2,NN
brainykid2010,2,NN
iger,2,NN
amandaknox,2,JJ
lawandorder,2,NN
counterintelligence,2,NN
httpbitly2aliy9zdesmoines,2,NNS
monstrous,2,JJ
mines,2,NNS
clintonkaine,2,NN
trumplican2016,2,NN
booker,2,NN
breakup,2,NN
ar,2,NN
newsthe,2,JJ
reportand,2,NN
dinesh,2,JJ
singaporesummit,2,NN
laxalt,2,NN
httpswwwdonaldjtrumpcomscheduleregisterrenonv1,2,NN
nonmonetary,2,JJ
reciprocity,2,NN
payoff,2,NN
multimillion,2,NN
rohrabacher,2,JJR
se,2,NN
senate’s,2,NN
payforplay,2,NN
ol’,2,NN
rickperry,2,NN
petersburg,2,NN
skinny,2,JJ
swecker,2,NN
realdonaldtrumpthe,2,NN
foreseeable,2,JJ
constitutes,2,NNS
httpswwwdonaldjtrumpcomscheduleregistermilwaukeewi,2,JJ
pushback,2,NN
johnedwards,2,NNS
republicanconservative,2,JJ
glozee1,2,NN
johnrobertsfox,2,NN
purple,2,JJ
professors,2,NNS
appropriations,2,NNS
trumptowers,2,NNS
knee,2,NN
steele’s,2,NN
wdct8110,2,NN
kirstiealley,2,NN
wvtts1017,2,JJ
kids123nicholas,2,NNS
vivhall3,2,JJ
lilrachiepoo,2,JJ
operational,2,JJ
vague,2,NN
prople,2,NN
twothirds,2,NNS
sheriff,2,JJ
interruptions,2,NNS
literacy,2,NN
childhood,2,NN
tytan01,2,NN
underneath,2,JJ
gregens21,2,NN
ussouth,2,NN
ut,2,JJ
lindsay,2,JJ
successbytrump,2,NN
hikind,2,NN
dov,2,NN
reiterate,2,JJ
arizonaprimary,2,JJ
utahcaucus,2,NN
utcaucus,2,JJ
donvito08,2,NN
mudd,2,NN
apprentices,2,NNS
insurgents,2,NNS
paprimary,2,JJ
strain,2,NN
dissension,2,NN
everybody’s,2,FW
billings,2,NNS
gimmick,2,JJ
interventions,2,NNS
secondamendment,2,JJ
vfwhq,2,NN
barackobamathe,2,NN
bho,2,NN
junckereu,2,NN
ladyjoanne,2,NN
therapy,2,NN
incentives,2,NNS
jamesrosenfnc,2,JJ
gerriwillisfbn,2,NN
foolishness,2,NN
trumpdoonbeg,2,NN
potuss,2,JJ
telepromter,2,NN
httpbitly1zdwsh0sanjose,2,NN
lawyer’s,2,NN
sacramento,2,JJ
curiel,2,NN
gonzalo,2,NN
bobturner9th,2,JJ
discriminatory,2,JJ
ussteel,2,NN
abuser,2,NN
reassess,2,NN
warren’s,2,NN
wv,2,JJ
indiv,2,NN
kobach,2,NN
masterful,2,JJ
carmel,2,NN
haute,2,JJ
terre,2,JJ
levine,2,NN
blackburn,2,NN
tribeca,2,NN
we’d,2,NN
marsha,2,NN
solitary,2,JJ
stalker,2,NN
illusion,2,NN
brewing,2,NN
senjohnbarrasso,2,JJ
collects,2,NNS
malicious,2,JJ
quarterly,2,JJ
kustoff,2,NN
alene,2,NN
uns,2,JJ
conconbonbon7,2,JJ
mins,2,NNS
faults,2,NNS
sewer,2,NN
jenny,2,JJ
chicago’s,2,NN
lp084,2,NN
supersede,2,JJ
exceptions,2,NNS
cancellation,2,NN
functions,2,NNS
colours,2,NNS
hides,2,NNS
britain’s,2,JJ
noturbine,2,JJ
joequinn6,2,NN
farmmom,2,NN
mkasun,2,NN
shatner,2,JJR
heavyweight,2,JJ
michaellunsford,2,NN
toy,2,NN
baseballhall,2,NN
periods,2,NNS
abedini’s,2,JJ
ymatthews956,2,NN
ralphige,2,JJ
stationary,2,JJ
fairhis,2,NN
waterget,2,NN
cathco9,2,NN
waverly,2,JJ
listverse,2,JJ
elevate,2,NN
defunct,2,JJ
insurers,2,NNS
expo2020,2,JJ
bangs,2,NNS
psurebot,2,JJ
golfworldus,2,NN
michelangelo,2,NN
monkey,2,NN
httpbitly1foxiuz,2,JJ
gjelajg,2,NN
wimps,2,NNS
yelled,2,JJ
settlements,2,NNS
httpbitly17ie6sb,2,JJ
patrickweeks,2,NNS
showa,2,JJ
leg,2,NN
happybirthday,2,NN
stud,2,JJ
tack,2,NN
navigator,2,NN
austinroneil,2,JJ
deasworld,2,NN
victimshttpnytims1jwe8be,2,NN
dedicate,2,NN
roxannequintana,2,JJ
roxanne,2,NN
americans’,2,NN
tenuous,2,JJ
otcgiant,2,JJ
thanksthe,2,JJ
endeavors,2,NNS
newscasters,2,NNS
tier,2,JJR
httpapnews13j0gsb,2,NN
pools,2,NNS
theonlycdorsey,2,JJ
mjgrilliot,2,NN
pastor’s,2,NN
christianpost,2,NN
httpbitly12zmvu6,2,NN
lutherice,2,NN
gratification,2,NN
zekejmiller,2,NN
shelf,2,NN
builders,2,NNS
bloombergnews,2,NNS
respectsthey,2,JJ
merge,2,NN
uptownfrills,2,NNS
bradpaisley,2,JJ
travellers,2,NNS
artists,2,NNS
hagen,2,NN
consistency,2,NN
predictability,2,NN
ifwhen,2,NN
ferocious,2,JJ
temperature,2,NN
monica,2,NN
ferrypoint,2,NN
magician,2,JJ
graduates,2,NNS
midnight,2,NN
crusade,2,NN
tense,2,NN
foxnewslatino,2,NN
itthanks,2,NNS
nydave77,2,JJ
birthdays,2,NNS
tutandtut,2,JJ
rajtut,2,NN
possession,2,NN
rebuttal,2,JJ
blizzard,2,JJ
trumpinternational,2,JJ
roves,2,NNS
yourselfor,2,JJ
unfollow,2,JJ
joshhlbrk,2,NN
annie,2,NN
man’s,2,NN
prep,2,NN
thereand,2,NN
drank,2,NN
httpwapost18lzi0c,2,JJ
lowery01,2,JJ
beale,2,NN
pyramids,2,NNS
modest,2,JJ
payback,2,NN
thebradbaker,2,NN
buss,2,NN
glamourfairy01,2,NN
danielle,2,NN
proudlysa,2,JJ
herschelwalker,2,NN
shinysheet,2,NN
icebreaker,2,NN
tonystang,2,NN
cirque,2,NN
chic,2,JJ
haphazard,2,NN
anxiety,2,NN
yo,2,NN
justine,2,NN
mccarver,2,NN
kelsey2155,2,NN
httpbitly1bpjrpp,2,NN
valleys,2,NNS
acnnews,2,NNS
wkcdogs,2,NNS
jdmael,2,JJ
preppermeister,2,NN
moscowtimes,2,NNS
paulteutulsr,2,JJ
exemptions,2,NNS
possesses,2,NNS
judge’s,2,NN
‘moderate’,2,JJ
slots,2,NNS
judds,2,NNS
ne,2,JJ
nicholson,2,JJ
debuts,2,NNS
passionateyou,2,JJ
microsoft,2,JJ
lukedonald,2,NN
congresses,2,NNS
attractions,2,NNS
kdawnpatterson,2,NN
seizures,2,NNS
nbc6,2,JJ
nbcs,2,JJ
papigonzalez3,2,NN
demegl10,2,NN
erikaunapuu,2,NN
sigolf,2,JJ
melpoluk,2,NN
codyaa722,2,NN
burials,2,NNS
nhoiegee,2,JJ
utility,2,NN
harmless,2,NN
ect,2,NN
leaderboard,2,JJ
bobbymayojr,2,NN
disbelief,2,NN
gretchencarlson,2,NN
dogs,2,NNS
honeymoon,2,JJ
fundanythings,2,NNS
ramsaygolf,2,NN
director’s,2,JJ
paley,2,NN
specifics,2,NNS
delavegaprophet,2,JJ
melissail,2,NN
kaatje36,2,NN
nymike7,2,JJ
mgmacdon,2,NN
haterslosers,2,NNS
anybodys,2,JJ
wsjs,2,NN
sissyrichqueenb,2,NN
hardball,2,NN
extinction,2,NN
scenario,2,NN
futures,2,NNS
treacherous,2,JJ
bordenrhodes,2,NNS
goodies,2,NNS
bugsyfire,2,NN
nymag’s,2,NN
httpbitly184gue7,2,NN
greekboy21,2,NN
politicalticker,2,NN
trumpgolfdc’s,2,NN
behar,2,NN
coletonemr,2,NN
highend,2,JJ
dorya,2,NN
breitbartvideo,2,NN
jacobmathews,2,NNS
lipton,2,NN
jracker33,2,NN
fitting,2,JJ
pontifex,2,JJ
makings,2,NNS
fulltime,2,JJ
tamimiddleton,2,NN
rcarlc,2,NN
adriannamarie,2,NN
pam,2,NN
candynecklace2,2,NN
maryhukill,2,NN
ksv3,2,NN
awe,2,NN
stacysmom,2,NN
jamesmock4,2,NN
datelinenbc,2,NN
iamtoneantone,2,NN
tylertuscchevy,2,NN
rudderless,2,NN
ibtimes,2,NNS
asheville,2,JJ
worldreachtech,2,NN
agalarovaras,2,NNS
brees,2,NNS
thanksvery,2,NN
ryanthedee,2,NN
kathleen,2,JJ
jannunz7,2,NN
desert,2,NN
httpbitly16clum5,2,JJ
baitedtrap,2,NN
